matchNo,Date,Time,Team1,Team2,Score1,Score2,Note,﻿Date,Date.2,Match No.,Home_team,Away_team,Stadium,City,Round,Home_team_score,Away_team_score,Remark,Referee_name,Assistant Referee 1,Assistant Referee 2,Fourth official,Attendance,Assistant_referee_1_name,Assistant_referee_2_name,Fourth_official_name,﻿matchNo,season_label,season_start_year,season_end_year,stage,source_file
,,7:45:00 PM,,,,,,Tue ,04/11/2008,38,Al-Ahli,Al-Ettifaq,Prince Abdullah Al-Faisal Stadium,Jeddah,7,1,1,,Abdelrahman Al-Qahtani,Ibrahim Al-Debasi,Abdullah Al-Ahmari,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:45:00 PM,,,,,,Tue ,04/11/2008,46,Al-Shabab,Al-Hazem,Prince Faisal bin Fahad Stadium,Riyadh,8,2,0,,Saad Al-Kathiri,Faiz Al-Kabli,Abdulaziz Al-Howimel,Abdullah Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:45:00 PM,,,,,,Tue ,04/11/2008,63,Najran,Al-Nassr,AlAkhdoud Club Stadium,Najran,11,1,0,,Meree Al-Awagi,Ibrahim Al-Nami,Bader Al-Shamrani,Mohammed Al-Harthi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Thu ,20/11/2008,49,Al-Watani,Najran,King Khalid Sport City Stadium,Tabuk,9,3,1,,Khalid Al-Zahrani,Yousef Merza,Abdulrahman Al-Zahrani,Fardan Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Fri ,21/11/2008,50,Al-Ittihad,Al-Wehda,Prince Abdullah Al-Faisal Stadium,Jeddah,9,2,1,,Abdulrahman Al-Jarwan,Mohammed Al-Ghamdi,Waleed Al-boaimi,Khalil Al-Ghamdi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Fri ,21/11/2008,51,Al-Hazem,Abha,Alhazm Club Stadium,Al-Ras,9,2,1,,Mansor Al-Shamari,Abdulaziz Al-Kathiri,Hmood Al-Shamari,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sat ,22/11/2008,52,Al-Nassr,Al-Shabab,Prince Faisal bin Fahad Stadium,Riyadh,9,0,0,,Rene Rogalla,Matthias Arnet,NAVARRO Manuel,Mamdouh Al-Mirdasi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sat ,22/11/2008,53,Al-Ettifaq,Al-Hilal,Prince Mohamed bin Fahd Stadium,Dammam,9,0,2,,Abdulrahman Al-Amri,Faiz Al-Kabli,Nassir Al-Mudhaffr,Shaker Al-Twairgi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Mon ,24/11/2008,58,Al-Ahli,Al-Watani,Prince Abdullah Al-Faisal Stadium,Jeddah,10,2,0,,Abdullah Al-Qubaisi,Yahya Al-Shahrani,Khaled Al-Degairi,Awadh Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Wed ,26/11/2008,55,Al-Hilal,Al-Shabab,Prince Faisal bin Fahad Stadium,Riyadh,10,2,0,,Abdulrahman Al-Jarwan,Abdulaziz Al-Asmari,Fahad Al-Amri,Abdullah Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Wed ,26/11/2008,56,Al-Ettifaq,Al-Ittihad,Prince Mohamed bin Fahd Stadium,Dammam,10,1,1,,Saad Al-Kathiri,Ibrahim Al-Debasi,Abdullah Al-Shlwi,Mansor Al-Shamari,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sun ,30/11/2008,97,Al-Hilal,Al-Hazem,Prince Faisal bin Fahad Stadium,Riyadh,17,3,0,,Abdullah Al-Qahtani,Abdulaziz Al-Asmari,Abdullah Al-Shlwi,Saad Al-Kathiri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sun ,30/11/2008,98,Al-Raed,Al-Shabab,King Abdullah Sport City Stadium,Buraidah,17,0,4,,Abdulrahman Al-Amri,Nassir Al-Mudhaffr,Ziad Al-Mansor,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sun ,30/11/2008,99,Al-Ettifaq,Najran,Prince Mohamed bin Fahd Stadium,Dammam,17,1,1,,Abbas Ibrahim,Ibrahim Al-Nami,Yahya Al-Meteq,Abdulelah Al-Mousa,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sun ,30/11/2008,100,Al-Ittihad,Abha,Prince Abdullah Al-Faisal Stadium,Jeddah,17,3,0,,Mamdouh Al-Mirdasi,Bader Al-Shamrani,Saleh Al-Mutairi,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Thu ,04/12/2008,61,Al-Shabab,Abha,Prince Faisal bin Fahad Stadium,Riyadh,11,5,0,,Meree Al-Awagi,Yousef Merza,Sultan Al-Khaldi,Fahad Al-Mirdasi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Thu ,04/12/2008,62,Al-Raed,Al-Ettifaq,King Abdullah Sport City Stadium,Buraidah,11,1,2,,Metref Al-Qahtani,Mohammed Al-Ghamdi,Abdullah Asiri,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Thu ,04/12/2008,64,Al-Watani,Al-Wehda,King Khalid Sport City Stadium,Tabuk,11,0,2,,Yaseer Madani,Abdulaziz Al-Howimel,Moaid Al-Sayeg,Dhafer Al-Qarni,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Thu ,04/12/2008,65,Al-Ittihad,Al-Hilal,Prince Abdullah Al-Faisal Stadium,Jeddah,11,0,0,,Carlo Bertolini,Stephane Cuhat,Antonio Fernandez,Abdulrahman Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:05:00 PM,,,,,,Thu ,11/12/2008,67,Al-Hilal,Abha,Prince Faisal bin Fahad Stadium,Riyadh,12,4,1,,Khalid Al-Zahrani,Abdulaziz Al-Kathiri,Waleed Al-boaimi,Abdulaziz Al-Funaitel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:15:00 PM,,,,,,Thu ,11/12/2008,68,Al-Raed,Al-Ittihad,King Abdullah Sport City Stadium,Buraidah,12,0,2,,Abdullah Al-Qahtani,Abdullah Al-Shlwi,Hmood Al-Shamari,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:15:00 PM,,,,,,Thu ,11/12/2008,72,Al-Hazem,Al-Wehda,Alhazm Club Stadium,Al-Ras,12,3,1,,Metref Al-Qahtani,Ahmed Fakihi,Nawaf Al-Otaibi,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:40:00 PM,,,,,,Thu ,11/12/2008,70,Al-Watani,Al-Ettifaq,King Khalid Sport City Stadium,Tabuk,12,0,1,,Abdelrahman Al-Qahtani,Yahya Al-Shahrani,Sultan Al-Khaldi,Fardan Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:35:00 PM,,,,,,Thu ,11/12/2008,69,Najran,Al-Shabab,AlAkhdoud Club Stadium,Najran,12,0,2,,Daffer Al-Shehri,Abdulwahab Al-Zahrani,Abdulaziz Al-Howimel,Saleh Al-Sqoor,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:35:00 PM,,,,,,Thu ,11/12/2008,71,Al-Ahli,Al-Nassr,Prince Abdullah Al-Faisal Stadium,Jeddah,12,2,0,,Meree Al-Awagi,Yousef Merza,Ibrahim Al-Nami,Khalil Al-Ghamdi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Mon ,15/12/2008,74,Al-Shabab,Al-Ahli,Prince Faisal bin Fahad Stadium,Riyadh,13,3,2,,Saad Al-Kathiri,Nassir Al-Mudhaffr,Khaled Al-Degairi,Metref Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Mon ,15/12/2008,76,Al-Raed,Al-Hilal,King Abdullah Sport City Stadium,Buraidah,13,0,2,,Abbas Ibrahim,Yousef Merza,Bader Al-Shamrani,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Mon ,15/12/2008,77,Abha,Najran,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,13,1,0,,Mansor Al-Shamari,Faiz Al-Kabli,Fahad Al-Amri,Abdullah Al-Qubaisi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Mon ,15/12/2008,78,Al-Ittihad,Al-Watani,Prince Abdullah Al-Faisal Stadium,Jeddah,13,7,2,,Khalil Al-Ghamdi,Mohammed Al-Ghamdi,Yahya Al-Meteq,Awadh Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:10:00 PM,,,,,,Fri ,19/12/2008,79,Al-Nassr,Al-Ettifaq,Prince Faisal bin Fahad Stadium,Riyadh,14,1,0,,Abdulrahman Al-Amri,Ibrahim Al-Debasi,Abdulaziz Al-Asmari,Abdulaziz Al-Funaitel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:45:00 PM,,,,,,Fri ,19/12/2008,81,Al-Watani,Al-Raed,King Khalid Sport City Stadium,Tabuk,14,3,1,,Daffer Al-Shehri,Nassir Al-Mudhaffr,Adnan Al-Beteh,Abdullah Al-Garboue,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Fri ,19/12/2008,80,Al-Wehda,Al-Shabab,King Abdul Aziz Sport City Stadium,Makkah,14,1,1,,Khalid Al-Zahrani,Faiz Al-Kabli,Abdullah Asiri,Awadh Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Fri ,19/12/2008,82,Al-Ahli,Abha,Prince Abdullah Al-Faisal Stadium,Jeddah,14,2,1,,Yaseer Madani,Moaid Al-Sayeg,Saleh Al-Mutairi,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:15:00 PM,,,,,,Sat ,20/12/2008,83,Al-Hazem,Al-Ittihad,Alhazm Club Stadium,Al-Ras,14,3,3,,Abdullah Al-Qubaisi,Sultan Al-Khaldi,Waleed Al-boaimi,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,7:40:00 PM,,,,,,Sat ,20/12/2008,84,Al-Hilal,Najran,Prince Faisal bin Fahad Stadium,Riyadh,14,7,0,,Abdulrahman Al-Jarwan,Abdulaziz Al-Kathiri,Abdullah Al-Shlwi,Meree Al-Awagi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,85,Al-Hilal,Al-Watani,Prince Faisal bin Fahad Stadium,Riyadh,15,0,0,,Mansor Al-Shamari,Ibrahim Al-Debasi,Khaled Al-Degairi,Abdullah Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,86,Al-Wehda,Abha,King Abdul Aziz Sport City Stadium,Makkah,15,4,1,,Mamdouh Al-Mirdasi,Ibrahim Al-Nami,Sultan Al-Khaldi,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,87,Al-Ettifaq,Al-Shabab,Prince Mohamed bin Fahd Stadium,Dammam,15,2,1,,Abdulrahman Al-Amri,Faiz Al-Kabli,Bader Al-Shamrani,Abdulelah Al-Mousa,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,88,Al-Raed,Al-Hazem,King Abdullah Sport City Stadium,Buraidah,15,1,0,,Saad Al-Kathiri,Abdulaziz Al-Asmari,Ahmed Fakihi,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,89,Najran,Al-Ahli,AlAkhdoud Club Stadium,Najran,15,1,4,,Metref Al-Qahtani,Nassir Al-Mudhaffr,Adnan Al-Beteh,Abdelrahman Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Mon ,19/01/2009,90,Al-Ittihad,Al-Nassr,Prince Abdullah Al-Faisal Stadium,Jeddah,15,1,0,,Abdulrahman Al-Jarwan,Abdullah Al-Abad,Abdulaziz Al-Kathiri,Awadh Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:40:00 PM,,,,,,Fri ,23/01/2009,110,Al-Raed,Najran,King Abdullah Sport City Stadium,Buraidah,19,0,1,,Mansor Al-Shamari,Yousef Merza,Abdulwahab Al-Zahrani,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,3:40:00 PM,,,,,,Fri ,23/01/2009,111,Al-Hazem,Al-Shabab,Alhazm Club Stadium,Al-Ras,19,1,1,,Meree Al-Awagi,Ibrahim Al-Nami,Abdulaziz Al-Asmari,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Fri ,23/01/2009,109,Al-Nassr,Al-Hilal,King Fahad International Stadium,Riyadh,19,0,2,,Paul Allaerts,Gilon Dirk,GERARD Michaël,Mamdouh Al-Mirdasi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Sat ,24/01/2009,113,Al-Ettifaq,Al-Wehda,Prince Mohamed bin Fahd Stadium,Dammam,19,4,0,,Fahad Al-Mirdasi,Ibrahim Al-Debasi,Nassir Al-Mudhaffr,Fahad Al-Oraini,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:00:00 PM,,,,,,Sat ,24/01/2009,114,Al-Ittihad,Al-Ahli,Prince Abdullah Al-Faisal Stadium,Jeddah,19,1,2,,Johan Verbist,Eric Thiry,Patrick Plumes,Abdulrahman Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,91,Al-Shabab,Al-Ittihad,King Fahad International Stadium,Riyadh,16,0,4,,Carlos Carballo,Alonso Roberto Fernandez,Enrique Samper,Daffer Al-Shehri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,92,Al-Nassr,Al-Raed,Prince Faisal bin Fahad Stadium,Riyadh,16,1,0,,Abdelrahman Al-Qahtani,Abdullah Al-Abad,Yahya Al-Shahrani,Meree Al-Awagi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,93,Najran,Al-Wehda,AlAkhdoud Club Stadium,Najran,16,2,2,,Mamdouh Al-Mirdasi,Faiz Al-Kabli,Ahmed Fakihi,Mohammed Al-Harthi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,94,Abha,Al-Ettifaq,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,16,1,0,,Abdullah Al-Qahtani,Nassir Al-Mudhaffr,Waleed Al-boaimi,Abdullah Al-Qubaisi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,95,Al-Ahli,Al-Hilal,Prince Abdullah Al-Faisal Stadium,Jeddah,16,0,1,,BRYCH Felix,Volker Wezel,Detlef Scheppe,Khalil Al-Ghamdi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:05:00 PM,,,,,,Wed ,28/01/2009,96,Al-Hazem,Al-Watani,Alhazm Club Stadium,Al-Ras,16,3,0,,Yaseer Madani,Abdulaziz Al-Kathiri,Moaid Al-Sayeg,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Thu ,05/02/2009,75,Al-Ettifaq,Al-Hazem,Prince Mohamed bin Fahd Stadium,Dammam,13,0,0,,Mamdouh Al-Mirdasi,Abdullah Al-Abad,Fahad Al-Amri,Fahad Al-Oraini,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Thu ,05/03/2009,101,Al-Watani,Al-Nassr,King Khalid Sport City Stadium,Tabuk,17,1,2,,Saad Al-Kathiri,Yousef Merza,Sultan Al-Khaldi,Fardan Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Thu ,05/03/2009,102,Al-Wehda,Al-Ahli,King Abdul Aziz Sport City Stadium,Makkah,17,0,2,,Meree Al-Awagi,Ibrahim Al-Debasi,Abdulaziz Al-Asmari,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Thu ,05/03/2009,121,Al-Shabab,Al-Hilal,Prince Faisal bin Fahad Stadium,Riyadh,21,1,1,,BRYCH Felix,Detlef Scheppe,Tobias Christ,Abdullah Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Thu ,05/03/2009,122,Al-Ittihad,Al-Ettifaq,Prince Mohamed bin Fahd Stadium,Dammam,21,3,0,,Babak Rafati,Kai Voss,Christian Dingert,Abbas Ibrahim,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Thu ,12/03/2009,45,Najran,Al-Raed,AlAkhdoud Club Stadium,Najran,8,2,1,,Abdulrahman Al-Amri,Nassir Al-Mudhaffr,Adnan Al-Beteh,Mohammed Al-Harthi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Thu ,12/03/2009,66,Al-Hazem,Al-Ahli,Alhazm Club Stadium,Al-Ras,11,1,1,,Abdullah Al-Qahtani,Abdullah Al-Abad,Nawaf Al-Otaibi,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Thu ,12/03/2009,112,Al-Watani,Abha,King Khalid Sport City Stadium,Tabuk,19,0,0,,Mamdouh Al-Mirdasi,Abdullah Al-Shlwi,Saleh Al-Mutairi,Dhafer Al-Qarni,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Tue ,17/03/2009,54,Al-Raed,Al-Ahli,King Abdullah Sport City Stadium,Buraidah,9,2,3,,Abbas Ibrahim,Abdulaziz Al-Kathiri,Hmood Al-Shamari,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:30:00 PM,,,,,,Wed ,18/03/2009,73,Al-Nassr,Al-Wehda,Prince Faisal bin Fahad Stadium,Riyadh,13,3,1,,Mamdouh Al-Mirdasi,Moaid Al-Sayeg,Abdullah Al-Shlwi,Abdulaziz Al-Funaitel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,103,Al-Shabab,Al-Watani,Prince Faisal bin Fahad Stadium,Riyadh,18,2,2,,Khalid Al-Zahrani,Mohammed Al-Ghamdi,Yahya Al-Meteq,Meree Al-Awagi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,104,Al-Wehda,Al-Hilal,King Abdul Aziz Sport City Stadium,Makkah,18,0,1,,KAKOS Anastasios,TRYFONAS Spyridon,Konstantinos Dallas,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,105,Najran,Al-Ittihad,AlAkhdoud Club Stadium,Najran,18,1,4,,Abbas Ibrahim,Abdullah Al-Abad,Abdulwahab Al-Zahrani,Saleh Al-Sqoor,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,106,Abha,Al-Raed,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,18,0,1,,Khalil Al-Ghamdi,Fahad Al-Amri,Mohammed Khmash,Ali Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,107,Al-Hazem,Al-Nassr,Alhazm Club Stadium,Al-Ras,18,1,0,,Fahad Al-Mirdasi,Yousef Merza,Abdulaziz Al-Asmari,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:25:00 PM,,,,,,Mon ,23/03/2009,108,Al-Ettifaq,Al-Ahli,Prince Mohamed bin Fahd Stadium,Dammam,18,0,0,,Abdulrahman Al-Amri,Ibrahim Al-Nami,Abdulaziz Al-Howimel,Fahad Al-Oraini,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:20:00 PM,,,,,,Sun ,29/03/2009,57,Abha,Al-Nassr,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,10,2,2,,Meree Al-Awagi,Ibrahim Al-Nami,Bader Al-Shamrani,Abdullah Al-Qubaisi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,29/03/2009,47,Al-Wehda,Al-Ettifaq,King Abdul Aziz Sport City Stadium,Makkah,8,1,0,,Abbas Ibrahim,Khaled Al-Degairi,Ahmed Fakihi,Abdulrahman Al-Amri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,115,Al-Shabab,Al-Nassr,King Fahad International Stadium,Riyadh,20,2,1,,Rizzoli Nicola,Elenito Di Liberatore,Massimo Biasutto,Saad Al-Kathiri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,116,Al-Hilal,Al-Ettifaq,Prince Faisal bin Fahad Stadium,Riyadh,20,2,0,,Roberto Rosetti,Massimiliano Grilli,Fabio Comito,Dhafer Al-Qarni,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,117,Al-Wehda,Al-Ittihad,King Abdul Aziz Sport City Stadium,Makkah,20,1,3,,Kever Saschai,Dettamanti Devis,HIDBER Beat,Yaseer Madani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,118,Najran,Al-Watani,AlAkhdoud Club Stadium,Najran,20,2,0,,Abdulrahman Al-Jarwan,Ibrahim Al-Debasi,Waleed Al-boaimi,Mohammed Al-Harthi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,119,Abha,Al-Hazem,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,20,0,0,,Mamdouh Al-Mirdasi,Abdulaziz Al-Kathiri,Abdulaziz Al-Howimel,Abdullah Al-Qubaisi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Sat ,04/04/2009,120,Al-Ahli,Al-Raed,Prince Abdullah Al-Faisal Stadium,Jeddah,20,3,2,,Abdulrahman Al-Amri,Abdullah Al-Abad,Yousef Merza,Sami Al-Nemri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,4:00:00 PM,,,,,,Wed ,08/04/2009,124,Al-Raed,Al-Wehda,King Abdullah Sport City Stadium,Buraidah,21,6,3,,Saad Al-Kathiri,Abdulaziz Al-Kathiri,Abdulaziz Al-Asmari,Saleh Al-Aqeel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Wed ,08/04/2009,123,Al-Nassr,Abha,King Fahad International Stadium,Riyadh,21,0,1,,Abdulrahman Al-Amri,Abdullah Al-Abad,Ibrahim Al-Debasi,Mamdouh Al-Mirdasi,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Wed ,08/04/2009,125,Al-Watani,Al-Ahli,King Khalid Sport City Stadium,Tabuk,21,2,2,,Metref Al-Qahtani,Ibrahim Al-Nami,Bader Al-Shamrani,Daffer Al-Shehri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:35:00 PM,,,,,,Wed ,08/04/2009,126,Al-Hazem,Najran,Alhazm Club Stadium,Al-Ras,21,2,1,,Mansor Al-Shamari,Yousef Merza,Nassir Al-Mudhaffr,Abdulrahman Al-Jarwan,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,12/04/2009,127,Al-Hilal,Al-Ittihad,King Fahad International Stadium,Riyadh,22,1,2,,Michael Koukoulakis,Bozatzidis Dimitrios,Saraidaris Dimitrios,Saad Al-Kathiri,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,12/04/2009,128,Al-Nassr,Najran,Prince Faisal bin Fahad Stadium,Riyadh,22,1,0,,Abdullah Al-Qubaisi,Ibrahim Al-Nami,Yahya Al-Shahrani,Abdulaziz Al-Funaitel,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,12/04/2009,129,Al-Wehda,Al-Watani,King Abdul Aziz Sport City Stadium,Makkah,22,4,0,,Mamdouh Al-Mirdasi,Yousef Merza,Abdullah Al-Shlwi,Abdelrahman Al-Malki,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,12/04/2009,130,Al-Ettifaq,Al-Raed,Prince Mohamed bin Fahd Stadium,Dammam,22,1,1,,Abbas Ibrahim,Adnan Al-Beteh,Fahad Al-Amri,Mansor Al-Shamari,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
,,8:40:00 PM,,,,,,Sun ,12/04/2009,131,Abha,Al-Shabab,Prince Sultan Bin Abdul Aziz Sport City Stadium,Abha,22,2,1,,Metref Al-Qahtani,Nassir Al-Mudhaffr,Bader Al-Shamrani,Abdelrahman Al-Qahtani,,,,,,2008-2009,2008,2009,SS,SPL-2008-2009-SS.csv
